Species,Deploy Date,Capture Depth (fm),Depth Interval,Mortality (0=Dead),Days Held,10-Day Mortality (0 = Dead),Study type,Guild,,,,,,,
vermilion sunset rockfish,10/15/2013,41.5,40-50,1,1.92,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
canary rockfish,10/15/2013,42.5,40-50,1,1.91,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,41.5,40-50,1,1.86,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,41.7,40-50,1,1.86,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,39.5,30-40,1,2.06,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,39.7,30-40,1,2.04,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,39.8,30-40,1,2.03,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,39.0,30-40,1,2.02,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
tiger rockfish,10/15/2013,39.5,30-40,1,2.01,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
tiger rockfish,10/15/2013,39.2,30-40,1,2.01,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
canary rockfish,10/15/2013,39.7,30-40,1,2.00,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,37.5,30-40,1,1.98,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/15/2013,39.3,30-40,1,1.94,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/17/2013,39.2,30-40,1,1.93,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
yelloweye rockfish,10/17/2013,31.8,30-40,1,1.81,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
yelloweye rockfish,10/17/2013,32.2,30-40,1,1.80,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
yelloweye rockfish,10/17/2013,32.3,30-40,1,1.80,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
yelloweye rockfish,10/17/2013,31.8,30-40,1,1.79,NA,Cage Study - Hannah,Deep Demersal,,,,,,,
canary rockfish,10/17/2013,32.2,30-40,1,1.79,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
canary rockfish,10/17/2013,37.5,30-40,1,1.67,NA,Cage Study - Hannah,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
speckled rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
chilipepper,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,32.4,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
speckled rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
speckled rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
halfbanded rockfish,6/16/2005,32.4,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,6/16/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,32.4,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
chilipepper,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
squarespot rockfish,7/26/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
bocaccio,7/26/2005,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
squarespot rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,7/26/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,7/26/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,5/23/2006,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
speckled rockfish,5/23/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/16/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
speckled rockfish,6/13/2006,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
bocaccio,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,6/13/2006,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
starry rockfish,6/2/2005,45.1,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/2/2005,32.4,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
honeycomb rockfish,6/2/2005,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
chilipepper,6/2/2005,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,48.9,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
flag rockfish,8/8/2006,48.9,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,48.9,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
halfbanded rockfish,8/8/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
halfbanded rockfish,8/8/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
bocaccio,8/8/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
honeycomb rockfish,6/2/2005,45.1,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
starry rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,48.9,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,6/13/2006,45.1,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
greenspotted rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
flag rockfish,6/13/2006,45.1,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
chilipepper,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,30.2,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/16/2005,30.2,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/13/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
canary rockfish,8/8/2006,48.9,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,47.3,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,8/8/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,6/2/2005,31.9,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,5/23/2006,45.6,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,31.3,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,7/26/2005,30.8,30-40,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
yellowtail rockfish,6/13/2006,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
flag rockfish,6/13/2006,45.1,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/13/2006,46.2,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
chilipepper,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,0,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
halfbanded rockfish,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
starry rockfish,6/13/2006,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,30.8,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,7/26/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/2/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
honeycomb rockfish,6/2/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
flag rockfish,6/2/2005,31.9,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/2/2005,31.9,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
starry rockfish,6/2/2005,31.9,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/2/2005,31.9,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
bocaccio,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset sunset rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset sunset rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset sunset rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/2/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/2/2005,31.9,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,30.2,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
flag rockfish,6/16/2005,30.2,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
chilipepper,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
copper rockfish,6/16/2005,30.8,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Shallow Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,30.8,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/2/2005,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset rockfish,6/16/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
honeycomb rockfish,6/2/2005,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
freckled rockfish,6/2/2005,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,30.8,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/16/2005,30.8,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
olive rockfish,6/16/2005,30.8,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Shallow Pelagic,,,,,,,
vermilion sunset rockfish,6/16/2005,32.4,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/16/2005,31.3,30-40,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,47.3,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset rockfish,8/8/2006,47.3,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
squarespot rockfish,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
flag rockfish,6/13/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
flag rockfish,6/13/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset rockfish,8/8/2006,47.3,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,6/13/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,6/13/2006,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
honeycomb rockfish,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
greenspotted rockfish,5/23/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,47.3,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
starry rockfish,5/23/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
squarespot rockfish,5/23/2006,44.5,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
squarespot rockfish,5/23/2006,44.5,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Dwarf,,,,,,,
bocaccio,8/8/2006,45.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
rosy rockfish,6/13/2006,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
vermilion sunset rockfish,6/13/2006,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,6/13/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
copper rockfish,8/8/2006,45.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Shallow Demersal,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,45.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,45.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,45.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,6/13/2006,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
speckled rockfish,8/8/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,47.3,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,45.6,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
flag rockfish,6/13/2006,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,6/13/2006,45.1,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
starry rockfish,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,5/30/2006,44.0,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,8/8/2006,45.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
bocaccio,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset rockfish,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,8/8/2006,48.9,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
vermilion sunset rockfish,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Demersal,,,,,,,
bocaccio,7/26/2005,46.2,40-50,1,2.00,NA,Cage Study - Jarvis and Lowe,Deep Pelagic,,,,,,,
